Player,Top team,Last team,Number of teams,Taxi-eligible,Points,Points (full career),Avg points,Avg points (full career),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of Add/Drops,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Championships rostered by,Championships started by,Championships started in,Total points as starter,% of league points,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Ben Roethlisberger,LWebs53,shmuel256,2,False,270.24,859.46,15.896470588235294,16.8522,16.89,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,5.1,12.62,29.32,10.0,0.0,10.0,80.0,0.0,76.11,7.61,6.39,4.7,29.32,6.2,6.2,12.5,56.2,18.8,76.5,91.6,58.9,83.1,86.8,52.9,0,0,10,7,17,0.5882,0.7,0.5882,0,0,0,192.18,0.0017,19.218,19.218,11.1514,13.01,6.208
Ben Sinnott,Oliverwkw,stevenb123,2,False,39.9,47.1,1.173529411764706,2.6167,1.2871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,2.32,0.0,8.6,0.0,83.9,0.0,6.5,9.7,94.2,38.6,19.3,,,,1,0,0,34,34,0.0,,0.4118,0,0,0,0.0,0.0,,,1.1735,1.2871,-1.2871
Benny Snell,LWebs53,LWebs53,2,False,14.4,170.4,4.8,3.2151,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,,3.0,3.0,0.0,100.0,0.0,0.0,0.0,-1.79,-1.79,6.78,-0.9,12.3,0.0,66.7,0.0,33.3,0.0,42.4,4.7,31.1,,48.9,7.1,0,0,1,2,3,0.3333,,,0,0,0,3.0,0.0,3.0,3.0,5.7,5.7,-2.7
Bhayshul Tuten,plehv79,plehv79,1,False,103.3,116.7,5.436842105263158,6.4833,6.4562,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5.05,-2.5,14.2,0.0,53.8,0.0,38.5,7.7,-15.91,-1.22,5.34,-2.5,15.4,0.0,50.0,0.0,43.8,6.2,64.2,0.5,38.9,77.3,0.7,29.6,2,0,13,6,19,0.6842,0.2308,0.3158,0,0,0,77.2,0.0007,5.9385,5.9385,4.35,8.7,-2.7615
Bijan Robinson,plehv79,AceMatthew,2,False,931.5,996.2,17.57547169811321,18.7962,18.63,1,0,4,0,0,1,0,0,0,0,9,2,1,0,0,1,8.67,0.3,39.9,20.0,4.0,24.0,48.0,4.0,583.71,11.67,8.67,0.3,39.9,20.0,4.0,24.0,48.0,4.0,13.7,51.7,92.9,20.9,11.8,90.0,0,0,50,3,53,0.9434,0.62,0.6038,0,0,0,931.5,0.0081,18.63,18.63,0.0,,18.63
Blaine Gabbert,LWebs53,LWebs53,1,False,,59.4,,2.8286,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Blake Corum,shmuel256,shmuel256,2,False,159.2,190.9,4.422222222222222,5.1595,4.6824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,5.4,-0.4,26.1,0.0,73.5,2.9,14.7,8.8,63.2,8.7,63.7,,,,0,0,0,36,36,0.0,,0.6111,1,0,0,0.0,0.0,,,4.4222,4.6824,-4.6824
Bo Melton,BROsenzweig,BROsenzweig,1,False,,107.8,,3.08,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Bo Nix,Oliverwkw,Oliverwkw,1,False,590.52,671.72,16.403333333333332,17.6768,17.3682,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,7.66,3.44,38.96,9.7,12.9,9.7,64.5,3.2,247.59,7.99,7.57,3.44,38.96,8.8,11.8,8.8,61.8,8.8,51.8,86.3,89.5,47.5,50.0,85.3,0,0,31,5,36,0.8611,0.3226,0.2778,0,0,0,551.82,0.0048,17.8006,17.8006,7.74,12.9,4.9006
Boston Scott,shmuel256,Oliverwkw,4,False,15.3,381.4,7.65,5.2972,7.65,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,0,0.35,7.4,7.9,0.0,0.0,0.0,0.0,100.0,2.63,1.31,0.35,7.4,7.9,0.0,0.0,0.0,0.0,100.0,96.8,96.7,22.2,99.1,79.3,16.4,0,0,2,0,2,1.0,,,1,1,0,15.3,0.0001,7.65,7.65,,,7.65
Brady Cook,Oliverwkw,Oliverwkw,1,False,17.36,26.46,2.893333333333333,5.292,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,3.47,0.52,8.94,0.0,75.0,0.0,0.0,25.0,91.8,63.7,17.9,,,,2,0,0,6,6,0.0,,0.5,0,0,0,0.0,0.0,,,2.8933,4.34,-4.34
Braelon Allen,stevenb123,Oliverwkw,2,False,108.7,113.0,3.0194444444444444,4.913,4.9409,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,12.1,12.1,0.0,0.0,0.0,100.0,0.0,4.62,4.62,4.71,0.5,19.6,0.0,63.6,0.0,18.2,18.2,70.5,55.2,48.3,,93.6,24.3,12,0,1,35,36,0.0278,,0.6389,1,1,0,12.1,0.0001,12.1,12.1,2.76,4.6,7.5
Brandin Cooks,JacobRosenzweig,JacobRosenzweig,1,False,764.2,1334.6,9.097619047619048,11.3102,11.7569,0,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,6.84,0.0,29.2,5.6,5.6,13.9,61.1,13.9,267.93,7.24,7.25,0.0,32.3,6.2,15.4,7.7,53.8,16.9,31.4,38.0,81.0,63.3,19.3,62.7,14,0,37,47,84,0.4405,0.4054,0.2857,0,0,0,492.7,0.0043,13.3162,13.6861,5.7766,9.3621,4.324
Brandon Aiyuk,plehv79,plehv79,2,False,861.1,962.5,8.360194174757282,12.3397,13.047,0,0,0,1,0,0,0,0,2,0,2,3,0,0,0,1,6.64,3.9,26.7,5.4,5.4,16.2,54.1,18.9,278.32,7.52,7.32,0.0,32.9,6.1,10.6,16.7,48.5,18.2,29.4,38.0,82.4,66.4,73.7,54.3,29,0,37,66,103,0.3592,0.4595,0.4369,0,0,0,494.0,0.0043,13.3514,13.3514,5.5621,12.6586,0.6928
Brandon Bolden,BROsenzweig,BROsenzweig,2,False,29.5,248.5,7.375,4.2119,7.375,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4.53,3.6,10.0,0.0,50.0,0.0,50.0,0.0,0.14,0.07,2.94,3.6,10.0,0.0,25.0,0.0,50.0,25.0,84.2,88.7,28.3,84.5,55.4,19.3,0,0,2,2,4,0.5,,,0,0,0,13.6,0.0001,6.8,6.8,7.95,7.95,-1.15
Brandon Powell,LWebs53,LWebs53,1,False,,177.7,,2.1671,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Brashard Smith,plehv79,plehv79,1,False,54.5,62.3,3.2058823529411766,3.4611,3.4062,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4.17,0.7,6.6,0.0,50.0,0.0,0.0,50.0,-2.62,-1.31,4.05,-0.2,13.1,0.0,68.8,0.0,12.5,18.8,75.3,12.7,33.5,86.4,15.0,13.9,0,0,2,15,17,0.1176,,0.3529,0,0,0,7.3,0.0001,3.65,3.65,3.1467,3.3714,0.2786
Braxton Berrios,stevenb123,stevenb123,1,False,25.7,351.18,25.7,3.6966,25.7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,,,,,,,,,,,,25.7,25.7,0.0,0.0,100.0,0.0,0.0,,100.0,62.8,,,,0,0,0,1,1,0.0,,,1,0,0,0.0,0.0,,,25.7,25.7,-25.7
Breece Hall,JacobRosenzweig,Oliverwkw,2,False,834.96,882.16,11.928,15.2097,14.91,0,0,2,0,0,1,0,0,0,0,8,5,3,0,0,1,8.92,0.9,43.1,13.7,11.8,11.8,49.0,13.7,411.84,8.08,8.64,0.9,43.1,12.5,10.7,12.5,50.0,14.3,14.2,62.0,93.9,18.2,16.8,92.1,10,0,51,19,70,0.7286,0.2745,0.2571,0,0,0,762.86,0.0066,14.958,14.958,3.7947,14.42,0.538
Brenton Strange,stevenb123,stevenb123,1,False,117.0,240.5,5.571428571428571,6.6806,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,,,,,,,,,4.81,0.0,14.9,0.0,13.3,0.0,53.3,33.3,64.9,38.6,42.6,,,,5,0,0,21,21,0.0,,0.5714,1,0,0,0.0,0.0,,,5.5714,7.8,-7.8
Brevin Jordan,BROsenzweig,AceMatthew,2,False,71.5,150.8,2.5535714285714284,4.8645,4.7667,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,,,,,,,,,,,4.62,0.0,13.1,0.0,60.0,0.0,33.3,6.7,68.8,38.6,34.1,,,,11,0,0,28,28,0.0,,0.5357,0,0,0,0.0,0.0,,,2.5536,4.7667,-4.7667
Brian Hill,plehv79,plehv79,1,False,21.6,176.2,4.32,5.5062,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,5.5,5.5,0.0,0.0,0.0,0.0,100.0,-0.16,-0.16,3.02,1.8,9.1,0.0,60.0,0.0,20.0,20.0,83.7,74.3,25.9,,70.7,10.7,0,0,1,4,5,0.2,,0.6,0,0,0,5.5,0.0,5.5,5.5,4.025,4.025,1.475
Brian Robinson,AceMatthew,AceMatthew,3,False,526.9,573.7,7.527142857142857,8.8262,9.2439,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,4.94,5.3,20.3,0.0,11.1,11.1,55.6,22.2,43.32,4.81,6.46,0.0,28.9,3.5,33.3,3.5,40.4,19.3,49.7,29.5,74.8,80.0,68.6,45.4,9,0,9,61,70,0.1286,0.5556,0.5571,1,0,0,103.5,0.0009,11.5,11.5,6.941,8.8208,2.6792
Brian Thomas,LWebs53,LWebs53,1,False,410.59999999999997,445.9,11.405555555555555,13.1147,13.2452,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7.69,3.2,32.5,6.5,6.5,16.1,48.4,22.6,236.97,7.64,7.69,3.2,32.5,6.5,6.5,16.1,48.4,22.6,25.3,87.8,81.6,43.0,64.7,75.3,3,0,31,5,36,0.8611,0.3871,0.3333,0,0,0,410.6,0.0036,13.2452,13.2452,0.0,,13.2452
Brock Bowers,AceMatthew,AceMatthew,1,False,423.9,438.9,11.774999999999999,15.1345,15.1393,1,0,0,0,7,0,0,0,0,1,2,3,0,0,0,0,9.17,3.7,43.3,15.4,0.0,15.4,61.5,7.7,257.92,9.92,8.88,3.7,43.3,14.3,0.0,17.9,60.7,7.1,5.2,92.0,97.7,2.1,75.0,98.3,6,0,26,10,36,0.7222,0.6538,0.6111,0,0,0,393.3,0.0034,15.1269,15.1269,3.06,15.3,-0.1731
Brock Purdy,Oliverwkw,Oliverwkw,1,False,846.44,999.38,14.84982456140351,16.9386,18.8098,0,3,0,0,0,0,0,0,0,0,6,3,0,1,0,0,7.83,2.16,36.92,9.3,11.6,20.9,53.5,4.7,399.42,9.29,7.67,2.16,36.92,8.9,11.1,20.0,55.6,4.4,49.4,73.7,83.2,45.8,30.9,76.5,9,0,43,14,57,0.7544,0.4651,0.4211,0,0,0,808.26,0.007,18.7967,18.7967,2.7271,19.09,-0.2933
Brock Wright,LWebs53,LWebs53,1,False,,204.6,,3.7889,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,,,,,
Bryan Edwards,stevenb123,AceMatthew,4,False,91.30000000000001,156.0,4.565,5.2,6.5214,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,2,,,,,,,,,,,5.34,0.0,17.8,0.0,28.6,0.0,35.7,35.7,63.2,38.0,42.8,,,,4,0,0,20,20,0.0,,0.45,0,0,0,0.0,0.0,,,4.565,6.5214,-6.5214
Bryce Lance,shmuel256,shmuel256,1,True,1.8,9.0,1.8,4.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,1.8,1.8,0.0,100.0,0.0,0.0,0.0,,77.2,6.8,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,1.8,1.8,-1.8
Bryce Love,plehv79,plehv79,1,False,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Bryce Perkins,BROsenzweig,BROsenzweig,1,False,8.9,15.44,4.45,3.088,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,5.59,0.5,8.4,0.0,50.0,0.0,0.0,50.0,82.4,62.1,16.8,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,4.45,4.45,-4.45
Bryce Young,stevenb123,stevenb123,1,False,557.82,634.92,10.52490566037736,12.9576,11.6213,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,8.05,-0.16,31.82,4.2,31.2,4.2,27.1,33.3,36.5,32.6,68.4,,,,2,0,0,53,53,0.0,,0.5472,1,0,0,0.0,0.0,,,10.5249,11.6213,-11.6213
Bub Means,shmuel256,shmuel256,1,False,11.3,26.8,1.6142857142857143,6.7,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,1.48,4.6,6.7,0.0,0.0,0.0,0.0,100.0,91.6,94.4,18.2,,,,4,0,0,7,7,0.0,,0.7143,0,0,0,0.0,0.0,,,1.6143,5.65,-5.65
Bucky Irving,JacobRosenzweig,JacobRosenzweig,1,False,388.0,431.5,10.777777777777779,14.3833,14.3704,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,6.62,2.8,27.5,4.8,4.8,14.3,52.4,23.8,150.04,7.14,6.81,2.2,27.5,7.4,7.4,11.1,55.6,18.5,41.6,76.9,69.8,60.9,43.9,67.1,7,0,21,15,36,0.5833,0.4286,0.3333,0,0,0,305.8,0.0027,14.5619,14.5619,5.48,13.7,0.8619
C.J. Stroud,JacobRosenzweig,JacobRosenzweig,1,False,686.6,801.44,12.954716981132076,14.8415,15.2578,1,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,7.87,2.64,40.8,8.3,8.3,0.0,58.3,25.0,124.21,5.18,6.98,2.64,40.8,4.4,8.9,2.2,60.0,24.4,65.9,79.5,94.7,44.1,41.2,92.6,5,0,24,29,53,0.4528,0.25,0.3208,0,0,0,365.18,0.0032,15.2158,15.2158,11.0834,15.3057,-0.0899
Cade Otton,BROsenzweig,JacobRosenzweig,4,False,300.4,534.2,6.391489361702127,7.8559,7.3268,0,0,0,0,0,0,0,0,0,2,0,1,0,5,2,1,6.47,0.0,21.7,0.0,14.3,14.3,71.4,0.0,34.07,4.87,6.02,-0.4,29.1,2.4,24.4,7.3,41.5,24.4,44.2,2.3,84.1,42.6,21.7,60.0,3,0,7,40,47,0.1489,0.5714,0.5106,0,0,0,64.2,0.0006,9.1714,9.1714,5.905,6.9471,2.2243
Caleb Douglas,LWebs53,LWebs53,1,True,18.3,18.3,9.15,9.15,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,7.42,3.9,14.4,0.0,50.0,0.0,50.0,0.0,28.1,91.6,33.2,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,9.15,9.15,-9.15
Caleb Huntley,plehv79,plehv79,2,False,3.6,43.9,0.9,3.6583,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,2.26,0.2,3.4,0.0,100.0,0.0,0.0,0.0,87.4,48.1,10.4,,,,2,0,0,4,4,0.0,,,0,0,0,0.0,0.0,,,0.9,1.8,-1.8
Caleb Williams,stevenb123,stevenb123,1,False,579.2,642.42,16.08888888888889,16.9058,17.0353,1,4,0,0,0,0,1,0,0,0,2,1,0,0,0,0,9.93,2.68,38.7,11.5,15.4,19.2,26.9,26.9,201.57,7.75,9.19,2.68,38.7,8.8,17.6,14.7,35.3,23.5,17.6,81.1,87.4,6.8,42.6,82.4,0,0,26,10,36,0.7222,0.6538,0.6667,1,1,1,460.06,0.004,17.6946,17.6946,11.914,14.8925,2.8021
Calvin Austin,LWebs53,LWebs53,2,False,74.0,270.7,4.625,5.414,5.6923,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,,1.5,1.5,0.0,100.0,0.0,0.0,0.0,-3.23,-3.23,4.71,0.0,15.2,0.0,53.8,0.0,23.1,23.1,71.4,38.0,34.2,,45.0,2.7,2,0,1,15,16,0.0625,,0.3125,0,0,0,1.5,0.0,1.5,1.5,4.8333,6.0417,-4.5417
Calvin Ridley,shmuel256,shmuel256,3,False,784.5,1235.3,8.257894736842106,13.5747,13.5259,0,0,0,2,0,1,0,0,2,0,4,5,0,1,1,5,8.82,0.0,33.9,12.9,12.9,16.1,45.2,12.9,274.4,8.85,8.65,0.0,33.9,8.6,15.5,15.5,44.8,15.5,12.1,38.0,85.2,28.9,19.3,80.0,15,16,31,64,95,0.3263,0.4194,0.5053,1,0,0,469.2,0.0041,15.1355,15.1355,4.9266,11.6778,3.4577
Cam Akers,plehv79,AceMatthew,5,False,282.1,471.38,4.4078125,7.7275,7.8361,0,0,0,0,0,1,0,2,0,0,0,4,0,9,5,4,4.7,0.0,14.3,0.0,71.4,0.0,14.3,14.3,-4.08,-0.58,7.03,0.0,34.7,2.8,41.7,2.8,30.6,22.2,36.8,29.5,88.7,82.7,6.1,30.7,25,0,7,57,64,0.1094,0.1429,0.4688,1,0,0,36.7,0.0003,5.2429,5.2429,4.3053,8.4621,-3.2192
Cam Miller,Oliverwkw,Oliverwkw,1,False,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Cam Newton,BROsenzweig,BROsenzweig,2,False,295.86,621.62,8.965454545454547,16.3584,14.0886,0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,0,10.33,-0.18,34.58,7.7,30.8,15.4,30.8,15.4,43.12,3.32,9.49,-0.18,34.58,4.8,28.6,14.3,33.3,19.0,14.1,31.6,78.4,5.1,7.4,70.6,10,0,13,20,33,0.3939,0.3846,0.3939,0,0,0,186.16,0.0016,14.32,14.32,5.485,13.7125,0.6075
Cam Skattebo,stevenb123,stevenb123,2,False,149.3,149.3,7.8578947368421055,14.93,14.93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.47,8.5,18.4,0.0,0.0,0.0,83.3,16.7,30.09,5.02,7.98,2.9,31.0,10.0,10.0,10.0,60.0,10.0,20.3,82.5,78.5,90.9,86.1,40.7,8,0,6,13,19,0.3158,0.6667,0.5263,0,0,0,77.4,0.0007,12.9,12.9,5.5308,17.975,-5.075
Cam Ward,JacobRosenzweig,JacobRosenzweig,1,False,205.2,214.38,10.799999999999999,11.2832,11.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5.76,2.48,23.94,0.0,27.8,5.6,33.3,33.3,81.2,76.8,43.2,,,,0,0,0,19,19,0.0,,0.4211,0,0,0,0.0,0.0,,,10.8,11.4,-11.4
Carlos Hyde,LWebs53,LWebs53,2,False,7.3,396.3,3.65,7.3389,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,7.3,7.3,0.0,0.0,0.0,0.0,100.0,,96.2,20.5,,,,1,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,3.65,7.3,-7.3
Carnell Tate,LWebs53,LWebs53,1,False,13.5,13.5,6.75,6.75,6.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.48,5.7,7.8,0.0,0.0,0.0,50.0,50.0,5.09,2.55,1.48,5.7,7.8,0.0,0.0,0.0,50.0,50.0,91.6,96.0,20.8,99.2,84.0,13.3,0,0,2,0,2,1.0,,,0,0,0,13.5,0.0001,6.75,6.75,,,6.75
Carson Beck,shmuel256,shmuel256,1,True,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Carson Steele,shmuel256,shmuel256,1,False,8.9,22.9,1.78,1.7615,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,3.71,-0.4,8.4,0.0,80.0,0.0,0.0,20.0,79.5,8.7,23.1,,,,0,0,0,5,5,0.0,,0.8,0,0,0,0.0,0.0,,,1.78,1.78,-1.78
Carson Wentz,BROsenzweig,shmuel256,3,False,542.84,1115.58,12.624186046511628,14.8744,13.919,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,4.75,4.16,18.86,0.0,12.5,0.0,50.0,37.5,16.16,2.02,8.06,0.0,29.42,2.6,25.6,10.3,38.5,23.1,35.3,47.4,60.0,88.1,55.9,25.0,2,0,8,35,43,0.186,0.5,0.5349,0,0,0,106.72,0.0009,13.34,13.34,12.4606,14.0684,-0.7284
Cedric Tillman,Oliverwkw,LWebs53,3,False,149.0,184.6,4.138888888888889,5.7687,5.96,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,0,8.58,2.8,19.5,0.0,33.3,33.3,0.0,33.3,13.12,4.37,6.89,0.0,28.9,4.0,56.0,4.0,20.0,16.0,39.0,38.0,69.2,31.2,63.0,39.7,9,0,3,33,36,0.0833,,0.3333,1,0,0,30.0,0.0003,10.0,10.0,3.6061,5.4091,4.5909
CeeDee Lamb,stevenb123,AceMatthew,2,False,1598.1,1730.5,15.515533980582523,17.305,17.3707,5,0,0,7,0,1,0,0,1,0,12,5,3,0,0,1,9.2,0.0,41.0,14.1,3.5,18.8,58.8,4.7,1001.07,11.78,9.0,0.0,41.0,13.0,3.3,18.5,59.8,5.4,10.0,38.0,94.0,17.6,19.3,92.0,5,0,85,18,103,0.8252,0.5765,0.5534,1,1,1,1501.9,0.013,17.6694,17.6694,5.3444,13.7429,3.9265
Chase Brown,Oliverwkw,Oliverwkw,1,False,591.8,617.1,11.166037735849056,13.1298,13.1511,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7.04,5.0,32.9,16.0,4.0,12.0,64.0,4.0,265.35,10.61,8.61,0.0,32.9,8.9,24.4,8.9,48.9,8.9,14.7,29.5,83.3,51.8,67.5,83.2,5,0,25,28,53,0.4717,0.28,0.4151,0,0,0,444.6,0.0039,17.784,17.784,5.2571,7.36,10.424
Chase Claypool,shmuel256,BROsenzweig,5,False,414.04,532.64,8.449795918367347,9.0278,9.8581,0,0,0,0,0,1,0,0,1,0,0,2,0,2,1,4,7.09,-1.2,21.3,0.0,27.3,9.1,45.5,18.2,47.7,4.34,8.21,-1.2,42.6,2.4,23.8,7.1,45.2,21.4,18.0,2.0,95.2,53.9,0.7,44.7,5,0,11,38,49,0.2245,0.5455,0.4694,1,0,0,111.0,0.001,10.0909,10.0909,7.9747,9.7755,0.3154
Chase Edmonds,LWebs53,LWebs53,2,False,354.3,576.6,8.23953488372093,6.5523,9.8417,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,1,2.19,11.8,14.9,0.0,0.0,0.0,100.0,0.0,13.44,6.72,6.51,0.1,26.7,2.8,33.3,5.6,47.2,11.1,48.2,44.1,66.0,95.0,92.1,31.4,5,0,2,41,43,0.0465,,0.6512,1,0,0,26.7,0.0002,13.35,13.35,7.9902,9.6353,3.7147
Chig Okonkwo,AceMatthew,LWebs53,4,False,175.2,450.8,6.257142857142857,6.7284,6.7385,0,0,0,0,1,0,0,0,0,1,0,4,0,10,5,0,5.52,0.0,18.5,0.0,22.2,11.1,33.3,33.3,22.05,2.45,4.48,0.0,18.5,0.0,15.4,7.7,42.3,34.6,70.8,38.6,58.0,55.3,21.7,55.0,1,0,9,19,28,0.3214,0.4444,0.4286,1,0,0,60.3,0.0005,6.7,6.7,6.0474,6.7588,-0.0588
Chimere Dike,shmuel256,Oliverwkw,2,False,112.19999999999999,124.8,8.014285714285714,6.5684,8.6308,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,11.67,-0.1,16.4,0.0,50.0,0.0,50.0,0.0,6.73,3.37,7.1,-0.4,21.4,0.0,38.5,7.7,38.5,15.4,34.2,6.2,50.4,2.3,3.7,32.0,0,0,2,12,14,0.1429,,0.7857,1,1,0,16.3,0.0001,8.15,8.15,7.9917,8.7182,-0.5682
Chris Bell,JacobRosenzweig,JacobRosenzweig,1,True,3.5,3.5,1.75,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.47,0.0,3.5,0.0,100.0,0.0,0.0,0.0,87.0,38.0,12.0,,,,0,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,1.75,1.75,-1.75
Chris Brazzell,LWebs53,LWebs53,1,True,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0.0,,,0,0,0,0.0,0.0,,,0.0,,
Chris Carson,Oliverwkw,Oliverwkw,1,False,223.6,675.0,6.775757575757575,14.3617,14.9067,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,6.21,4.1,24.6,0.0,13.3,13.3,73.3,0.0,117.38,7.83,6.21,4.1,24.6,0.0,13.3,13.3,73.3,0.0,53.7,91.3,57.5,68.2,58.9,55.7,16,0,15,18,33,0.4545,0.4667,0.6061,0,0,0,223.6,0.0019,14.9067,14.9067,0.0,,14.9067
Chris Evans,LWebs53,LWebs53,1,False,3.5,67.3,3.5,2.5885,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,3.5,3.5,0.0,100.0,0.0,0.0,0.0,,87.3,10.8,,,,0,0,0,1,1,0.0,,,0,0,0,0.0,0.0,,,3.5,3.5,-3.5
Chris Godwin,plehv79,shmuel256,3,False,1047.2,1642.4,10.166990291262136,14.5345,14.5444,1,0,0,1,0,0,0,0,0,0,7,2,1,0,0,2,6.83,3.6,35.5,7.1,1.8,14.3,67.9,8.9,520.7,9.3,6.85,2.9,35.5,5.6,2.8,15.3,66.7,9.7,40.0,87.0,87.6,64.1,70.3,82.0,25,0,56,47,103,0.5437,0.4821,0.5146,2,2,0,853.6,0.0074,15.2429,15.2429,4.1191,12.1,3.1429
