Player,Year,Top Team,Last team,Rookie?,Age,Points,Points (full season),Avg points,Avg points (full season),Adjusted Avg points,Times as Player of the week?,Times as QB of the week?,Times as RB of the week?,Times as WR of the week?,Times as TE of the week?,Times as Benchwarmer of the week?,Times as Bench QB of the week?,Times as Bench RB of the week?,Times as Bench WR of the week?,Times as Bench TE of the week?,Times as Highest starter on team?,Times as Lowest starter on team?,Times as Captain?,Number of teams,Number of transactions,Number of drops,Number of trades,Starter scoring volatility,Starter scoring floor,Starter scoring ceiling,Starter boom %,Starter bust %,Starter upper quartile %,Starter middle 50% %,Starter lower quartile %,Starter PAR,Starter PAR per game,Rostered scoring volatility,Rostered scoring floor,Rostered scoring ceiling,Rostered boom %,Rostered bust %,Rostered upper quartile %,Rostered middle 50% %,Rostered lower quartile %,Rostered consistency percentile,Rostered floor percentile,Rostered ceiling percentile,Consistency percentile,Floor percentile,Ceiling percentile,Weeks missed due to injury,Weeks missed due to suspension,Weeks as starter,Weeks on bench,Weeks rostered,% of starts,Win % as starter,Win % while rostered,Total points as starter,% of league points,Change in points from previous season,Change in avg points from previous season,Change in points from career,Change in avg points from career,PPG starter,Adjusted PPG starter,PPG bench,Adjusted PPG bench,PPG starter vs bench diff
Pat Freiermuth,2025,JacobRosenzweig,JacobRosenzweig,False,27.01,105.5,116.4,6.205882352941177,7.275,7.5357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,6.69,1.6,28.1,7.1,28.6,0.0,35.7,28.6,34.1,55.4,84.8,,,,2,0,0,17,17,0.0,,0.3529,0.0,0.0,-55.400000000000006,-2.269399999999999,-25.25,-1.8637,,,6.2059,7.5357,-7.5357
Patrick Mahomes,2020,plehv79,plehv79,False,25.1,368.4,425.6,23.025,23.6444,24.56,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,8.09,12.0,40.0,35.7,0.0,14.3,42.9,7.1,191.56,13.68,7.88,12.0,40.0,33.3,0.0,13.3,46.7,6.7,53.6,78.1,100.0,37.0,64.5,100.0,0,0,14,2,16,0.875,0.5714,0.5625,348.16,0.0193,,,3.36,-0.4836,24.8686,24.8686,10.12,20.24,4.6286
Patrick Mahomes,2021,plehv79,plehv79,False,26.11,330.46,453.64,19.438823529411764,22.682,20.6537,1,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,9.03,6.74,36.24,25.0,12.5,6.2,43.8,12.5,166.13,10.38,9.03,6.74,36.24,25.0,12.5,6.2,43.8,12.5,15.2,65.9,87.8,32.1,44.1,85.3,0,0,16,1,17,0.9412,0.5,0.4706,330.46,0.0175,28.039999999999964,-0.9624000000000024,30.28,-1.2818,20.6537,20.6537,0.0,,20.6537
Patrick Mahomes,2022,plehv79,plehv79,False,27.11,397.42,472.62,23.37764705882353,23.631,24.8388,0,1,0,0,0,0,0,0,0,0,10,0,4,1,0,0,0,5.89,17.08,34.14,31.2,0.0,25.0,43.8,0.0,243.58,15.22,5.89,17.08,34.14,31.2,0.0,25.0,43.8,0.0,59.5,95.7,83.0,76.9,97.1,76.5,0,0,16,1,17,0.9412,0.1875,0.2353,397.42,0.022,18.980000000000018,0.9490000000000016,41.69,0.0184,24.8388,24.8388,0.0,,24.8388
Patrick Mahomes,2023,plehv79,plehv79,False,28.11,278.22,355.76,16.365882352941178,17.788,17.3888,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6.38,5.6,33.86,6.2,6.2,6.2,68.8,12.5,124.73,7.8,6.38,5.6,33.86,6.2,6.2,6.2,68.8,12.5,58.1,68.6,90.2,56.9,41.7,86.1,0,0,16,1,17,0.9412,0.625,0.5882,278.22,0.0155,-116.86000000000001,-5.843,-83.508,-5.8286,17.3888,17.3888,0.0,,17.3888
Patrick Mahomes,2024,plehv79,plehv79,False,29.11,281.02,345.58,16.53058823529412,18.1884,17.5637,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5.04,12.06,27.76,0.0,0.0,25.0,68.8,6.2,118.3,7.39,5.04,12.06,27.76,0.0,0.0,25.0,68.8,6.2,87.8,97.7,53.5,77.8,85.3,64.7,0,0,16,1,17,0.9412,0.4375,0.4706,281.02,0.0139,-10.180000000000007,0.4004000000000012,-79.77,-4.3966,17.5637,17.5637,0.0,,17.5637
Patrick Mahomes,2025,plehv79,plehv79,False,30.11,282.68,282.68,16.628235294117648,20.1914,20.1914,0,2,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,8.05,6.3,30.48,14.3,7.1,28.6,35.7,14.3,149.92,10.71,8.05,6.3,30.48,14.3,7.1,28.6,35.7,14.3,34.4,75.5,71.4,51.9,57.1,71.4,2,0,14,3,17,0.8235,0.4286,0.3529,282.68,0.0144,-62.89999999999998,2.003,-131.2743,-1.7607,20.1914,20.1914,0.0,,20.1914
Patrick Taylor,2024,shmuel256,shmuel256,False,26.61,12.0,29.9,4.0,4.2714,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,3.54,3.5,8.5,0.0,50.0,0.0,0.0,50.0,81.6,72.6,21.4,,,,1,0,0,3,3,0.0,,1.0,0.0,0.0,,,12.0333,2.0381,,,4.0,6.0,-6.0
Philip Rivers,2025,LWebs53,LWebs53,False,44.01,29.66,29.66,7.415,9.8867,9.8867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.45,5.8,16.08,0.0,33.3,0.0,33.3,33.3,7.33,2.44,5.45,5.8,16.08,0.0,33.3,0.0,33.3,33.3,82.2,72.4,18.4,81.5,52.9,20.0,1,0,3,1,4,0.75,0.3333,0.5,29.66,0.0015,,,-242.9667,-6.1502,9.8867,9.8867,0.0,,9.8867
Philip Rivers,2026,LWebs53,LWebs53,False,44.9,,,,,,,,,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Lindsay,2020,shmuel256,shmuel256,False,26.24,53.4,66.0,5.34,6.0,5.9333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,,10.1,10.1,0.0,0.0,0.0,100.0,0.0,1.41,1.41,4.93,0.2,15.6,0.0,55.6,0.0,22.2,22.2,75.8,6.8,35.8,,78.3,23.3,1,0,1,9,10,0.1,1.0,0.7,10.1,0.0006,,,-144.25,-7.5645,10.1,10.1,4.8111,5.4125,4.6875
Phillip Lindsay,2021,shmuel256,shmuel256,False,27.11,8.5,45.4,8.5,3.2429,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,8.5,8.5,0.0,0.0,0.0,0.0,100.0,,91.4,12.3,,,,0,0,0,1,1,0.0,,0.0,0.0,0.0,-20.6,-2.7571,-116.7667,-8.3404,,,8.5,8.5,-8.5
Preston Williams,2020,shmuel256,shmuel256,False,23.46,24.9,74.8,6.225,9.35,6.225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,1.78,4.5,8.7,0.0,0.0,0.0,25.0,75.0,98.7,74.1,13.8,,,,0,0,0,4,4,0.0,,1.0,0.0,0.0,,,-16.0,-2.0,,,6.225,6.225,-6.225
Puka Nacua,2023,shmuel256,shmuel256,True,22.41,283.4,329.4,16.670588235294115,18.3,17.7125,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,7.2,6.6,23.9,0.0,0.0,22.2,44.4,33.3,78.83,8.76,9.12,6.2,33.0,18.8,0.0,18.8,37.5,25.0,16.0,91.0,86.7,50.0,76.6,59.7,0,0,9,8,17,0.5294,0.5556,0.5882,134.7,0.0075,,,,,14.9667,14.9667,18.5875,21.2429,-6.2762
Puka Nacua,2024,shmuel256,shmuel256,False,23.41,206.6,232.4,12.152941176470588,17.8769,18.7818,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10.61,2.1,41.8,10.0,10.0,30.0,50.0,0.0,128.68,12.87,10.07,2.1,41.8,9.1,9.1,27.3,54.5,0.0,9.7,55.3,97.5,6.7,28.2,98.6,5,0,10,7,17,0.5882,0.7,0.7059,188.5,0.0093,-96.99999999999997,-0.4231000000000016,-97.0,-0.4231,18.85,18.85,2.5857,18.1,0.75
Puka Nacua,2025,shmuel256,shmuel256,False,24.41,349.0,452.6,20.529411764705884,23.8211,23.2667,2,0,0,2,0,0,0,0,0,0,3,1,0,1,0,0,0,10.54,4.8,46.5,33.3,0.0,26.7,33.3,6.7,267.84,17.86,10.54,4.8,46.5,33.3,0.0,26.7,33.3,6.7,5.7,89.5,100.0,10.7,64.7,100.0,1,0,15,2,17,0.8824,0.8,0.8235,349.0,0.0178,220.20000000000002,5.944200000000002,171.7,5.6985,23.2667,23.2667,0.0,,23.2667
Quentin Johnston,2023,AceMatthew,AceMatthew,True,22.14,89.7,94.0,5.276470588235294,5.5294,5.6063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,4.19,0.0,13.4,0.0,56.2,0.0,31.2,12.5,81.0,13.8,25.7,,,,0,0,0,17,17,0.0,,0.4706,0.0,0.0,,,,,,,5.2765,5.6063,-5.6063
Quentin Johnston,2024,stevenb123,stevenb123,False,23.14,143.10000000000002,174.7,8.417647058823531,10.9188,10.2214,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,,,,,,,,,,,6.98,0.0,22.1,0.0,21.4,14.3,42.9,21.4,44.2,22.5,51.6,,,,2,0,0,17,17,0.0,,0.8235,0.0,0.0,80.69999999999999,5.389399999999999,80.7,5.3894,,,8.4176,10.2214,-10.2214
Quentin Johnston,2025,JacobRosenzweig,JacobRosenzweig,False,24.14,171.2,176.2,10.070588235294117,12.5857,13.1692,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,1,2,7.77,0.0,23.8,0.0,0.0,14.3,71.4,14.3,43.86,4.87,7.44,0.0,24.9,0.0,15.4,23.1,53.8,7.7,23.6,23.7,76.8,39.3,11.0,64.7,3,0,9,8,17,0.5294,0.4444,0.3529,97.0,0.0049,1.5,1.6669,41.85,4.4433,10.7778,13.8571,9.275,12.3667,1.4904
Quinn Ewers,2025,BROsenzweig,BROsenzweig,True,22.62,21.8,30.18,1.2823529411764707,7.545,7.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,,,,,,,,,,,7.34,0.12,14.78,0.0,66.7,0.0,33.3,0.0,51.1,22.4,16.3,,,,13,0,0,17,17,0.0,,0.6471,0.0,0.0,,,,,,,1.2824,7.2667,-7.2667
Quinshon Judkins,2025,LWebs53,LWebs53,True,22.0,169.8,169.8,9.988235294117647,12.1286,12.1286,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,6.98,3.6,26.4,7.7,23.1,7.7,53.8,7.7,70.08,5.39,6.73,3.6,26.4,7.1,21.4,7.1,57.1,7.1,32.9,69.0,66.7,48.9,27.5,60.8,2,0,13,4,17,0.7647,0.3077,0.2941,159.7,0.0081,,,,,12.2846,12.2846,2.525,10.1,2.1846
Quintez Cephus,2021,stevenb123,stevenb123,False,23.48,20.900000000000002,49.4,6.966666666666668,9.88,6.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,5.25,1.8,12.3,0.0,33.3,0.0,33.3,33.3,69.3,43.7,21.6,,,,0,0,0,3,3,0.0,,1.0,0.0,0.0,,,-17.5,4.305,,,6.9667,6.9667,-6.9667
Quintez Cephus,2022,LWebs53,LWebs53,False,24.59,,3.5,,1.1667,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-45.9,-8.7133,-54.65,-5.6745,,,,,
Rachaad White,2022,plehv79,plehv79,True,23.79,137.6,150.8,8.094117647058823,8.3778,8.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.2,4.2,19.9,0.0,10.0,0.0,50.0,40.0,27.77,2.78,5.79,0.0,19.9,0.0,25.0,0.0,43.8,31.2,61.3,16.0,44.4,79.1,47.3,49.1,0,0,10,7,17,0.5882,0.4,0.2353,96.3,0.0053,,,,,9.63,9.63,5.9,6.8833,2.7467
Rachaad White,2023,stevenb123,stevenb123,False,24.79,253.6,294.5,14.91764705882353,15.5,15.85,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,5.74,6.8,27.9,8.3,0.0,16.7,58.3,16.7,127.9,10.66,6.31,6.8,27.9,6.2,0.0,18.8,50.0,25.0,47.4,93.9,77.4,71.1,70.5,76.1,0,0,12,5,17,0.7059,0.3333,0.4706,207.4,0.0116,143.7,7.122199999999999,143.7,7.1222,17.2833,17.2833,9.24,11.55,5.7333
Rachaad White,2024,Oliverwkw,Oliverwkw,False,25.79,199.6,203.1,11.741176470588234,12.6938,13.3067,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,4.36,3.3,19.0,0.0,11.1,0.0,88.9,0.0,33.42,3.71,7.01,3.3,29.1,6.7,13.3,6.7,60.0,13.3,30.3,69.0,82.1,88.6,31.9,37.2,1,0,9,8,17,0.5294,0.3333,0.4706,107.3,0.0053,-91.4,-2.8062000000000005,-19.55,0.6587,11.9222,11.9222,11.5375,15.3833,-3.4611
Rachaad White,2025,shmuel256,shmuel256,False,26.79,136.9,143.0,8.052941176470588,8.4118,8.5563,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,7.34,8.1,23.1,0.0,0.0,25.0,25.0,50.0,30.81,7.7,5.64,2.4,23.1,0.0,31.2,6.2,18.8,43.8,59.5,61.3,56.0,40.0,76.5,54.9,0,0,4,13,17,0.2353,0.75,0.8235,57.2,0.0029,-60.099999999999994,-4.282,-73.1333,-3.8222,14.3,14.3,6.1308,6.6417,7.6583
Raheem Blackshear,2024,AceMatthew,AceMatthew,False,26.41,,8.2,,0.5125,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,-22.85,-2.3102,,,,,
Raheem Mostert,2020,LWebs53,LWebs53,False,28.54,99.7,99.7,6.23125,12.4625,12.4625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.16,5.3,18.7,0.0,0.0,0.0,80.0,20.0,22.32,4.46,6.68,5.3,25.1,0.0,0.0,12.5,62.5,25.0,54.5,71.6,63.0,71.4,45.0,50.0,7,0,5,11,16,0.3125,0.4,0.625,58.8,0.0033,,,-36.9,2.344,11.76,11.76,3.7182,13.6333,-1.8733
Raheem Mostert,2021,LWebs53,LWebs53,False,29.55,2.0,2.0,0.11764705882352941,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,2.0,2.0,0.0,100.0,0.0,0.0,0.0,,38.9,4.3,,,,15,0,0,17,17,0.0,,0.6471,0.0,0.0,-97.7,-10.4625,-122.3,,,,0.1176,2.0,-2.0
Raheem Mostert,2022,LWebs53,plehv79,False,30.54,127.8,168.3,9.128571428571428,10.5187,10.65,0,0,0,0,0,0,0,1,0,0,0,1,0,3,6,3,1,9.33,7.7,20.9,0.0,0.0,50.0,0.0,50.0,10.13,5.06,7.71,1.1,23.1,0.0,25.0,16.7,25.0,33.3,34.7,43.2,60.5,16.3,72.7,54.5,1,0,2,12,14,0.1429,1.0,0.8571,28.6,0.0016,166.3,8.5187,74.575,0.1048,14.3,14.3,8.2667,9.92,4.38
Raheem Mostert,2023,plehv79,plehv79,False,31.55,264.7,268.7,15.570588235294117,16.7938,17.6467,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.04,6.1,34.2,10.0,0.0,10.0,70.0,10.0,92.02,9.2,10.89,4.5,45.2,13.3,6.7,20.0,53.3,6.7,3.8,78.0,97.6,31.6,60.2,90.9,1,0,10,7,17,0.5882,0.6,0.5882,154.9,0.0086,100.39999999999998,6.2751,160.06,6.3476,15.49,15.49,15.6857,21.96,-6.47
Raheem Mostert,2024,plehv79,plehv79,False,32.55,70.9,70.9,4.170588235294118,5.4538,5.9083,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,3.9,3.9,0.0,100.0,0.0,0.0,0.0,-2.18,-1.09,4.5,-0.2,16.0,0.0,50.0,0.0,16.7,33.3,67.1,8.3,39.3,100.0,42.6,4.3,4,0,2,15,17,0.1176,0.0,0.4706,7.8,0.0004,-197.79999999999998,-11.34,-64.4167,-6.4859,3.9,3.9,4.2067,6.31,-2.41
Raheem Mostert,2025,plehv79,plehv79,False,33.56,,29.4,,2.45,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,-41.50000000000001,-3.0038,-96.7143,-8.4488,,,,,
Randall Cobb,2020,AceMatthew,AceMatthew,False,30.18,5.1,100.1,5.1,10.01,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,5.1,5.1,0.0,0.0,0.0,0.0,100.0,,80.5,5.7,,,,0,0,0,1,1,0.0,,1.0,0.0,0.0,,,-20.5,-0.04,,,5.1,5.1,-5.1
Randall Cobb,2022,Oliverwkw,LWebs53,False,32.03,3.4,80.8,3.4,6.2154,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,,,,,,,,,,,,3.4,3.4,0.0,100.0,0.0,0.0,0.0,,71.7,8.1,,,,0,0,0,1,1,0.0,,0.0,0.0,0.0,-19.299999999999997,-3.7946,-28.425,-3.2824,,,3.4,3.4,-3.4
Rashaad Penny,2020,stevenb123,stevenb123,False,24.58,0.0,3.4,0.0,1.1333,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0.0,,0.0,0.0,0.0,,,-70.9,-5.3276,,,0.0,,
Rashaad Penny,2021,BROsenzweig,BROsenzweig,False,25.84,60.3,121.7,15.075,12.17,15.075,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,13.05,6.4,32.5,33.3,0.0,0.0,33.3,33.3,43.24,14.41,13.81,1.9,32.5,25.0,25.0,0.0,25.0,25.0,3.6,37.0,87.7,4.7,58.2,85.5,0,0,3,1,4,0.75,0.3333,0.25,58.4,0.0031,118.3,11.0367,71.0333,6.3238,19.4667,19.4667,1.9,1.9,17.5667
Rashaad Penny,2022,BROsenzweig,BROsenzweig,False,26.73,51.2,51.2,3.011764705882353,10.24,10.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,10.64,1.5,28.7,20.0,20.0,0.0,0.0,60.0,5.3,50.6,79.6,,,,11,0,0,17,17,0.0,,0.5882,0.0,0.0,-70.5,-1.9299999999999997,-17.225,2.6372,,,3.0118,10.24,-10.24
Rashaad Penny,2023,AceMatthew,AceMatthew,False,27.61,2.4,4.8,0.6,1.6,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,,,,,,,,,,,,2.4,2.4,0.0,100.0,0.0,0.0,0.0,,61.6,3.7,,,,3,0,0,4,4,0.0,,0.0,0.0,0.0,-46.400000000000006,-8.64,-60.18,-6.3244,,,0.6,2.4,-2.4
Rashard Higgins,2020,AceMatthew,AceMatthew,False,26.07,,137.5,,9.8214,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,,,0.0,0.0,,,70.65,3.1364,,,,,
Rashee Rice,2023,Oliverwkw,Oliverwkw,True,23.51,211.5,268.2,12.441176470588236,13.41,13.2188,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.67,11.7,23.1,0.0,0.0,25.0,75.0,0.0,50.2,12.55,5.71,4.0,24.7,0.0,6.2,12.5,75.0,6.2,54.0,77.6,64.8,88.0,95.2,55.6,0,0,4,13,17,0.2353,0.75,0.7059,70.7,0.0039,,,,,17.675,17.675,10.8308,11.7333,5.9417
Rashee Rice,2024,Oliverwkw,Oliverwkw,False,24.51,64.9,64.9,3.8176470588235296,16.225,16.225,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,12.05,0.0,29.1,25.0,25.0,0.0,50.0,0.0,44.03,11.01,12.05,0.0,29.1,25.0,25.0,0.0,50.0,0.0,2.7,22.5,78.3,5.0,9.9,70.4,12,0,4,13,17,0.2353,0.0,0.2941,64.9,0.0032,-203.29999999999998,2.8150000000000013,-203.3,2.815,16.225,16.225,0.0,,16.225
Rashee Rice,2025,Oliverwkw,Oliverwkw,False,25.51,148.1,148.1,8.711764705882352,18.5125,18.5125,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,7.81,7.4,28.4,12.5,0.0,37.5,37.5,12.5,106.64,13.33,7.81,7.4,28.4,12.5,0.0,37.5,37.5,12.5,20.8,97.4,84.2,37.5,89.7,77.9,2,6,8,9,17,0.4706,0.25,0.2941,148.1,0.0075,83.19999999999999,2.287499999999998,-18.45,4.6333,18.5125,18.5125,0.0,,18.5125
Rashid Shaheed,2022,LWebs53,LWebs53,True,24.29,40.5,99.5,13.5,8.2917,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,5.21,8.1,18.5,0.0,0.0,0.0,100.0,0.0,68.8,98.0,39.4,,,,0,0,0,3,3,0.0,,1.0,0.0,0.0,,,,,,,13.5,13.5,-13.5
Rashid Shaheed,2023,LWebs53,LWebs53,False,25.16,140.1,155.6,8.241176470588234,10.3733,10.0071,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,6.6,6.6,0.0,0.0,0.0,0.0,100.0,1.84,1.84,6.93,2.9,24.3,0.0,14.3,7.1,28.6,50.0,34.0,71.0,62.9,,76.6,9.7,2,0,1,16,17,0.0588,0.0,0.7059,6.6,0.0004,56.099999999999994,2.0816,56.1,2.0816,6.6,6.6,8.3438,10.2692,-3.6692
Rashid Shaheed,2024,LWebs53,LWebs53,False,26.16,79.8,79.8,4.694117647058824,13.3,13.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.32,0.0,18.6,0.0,25.0,0.0,75.0,0.0,18.68,4.67,7.78,0.0,20.9,0.0,16.7,16.7,66.7,0.0,29.2,22.5,44.3,39.2,9.9,31.0,10,0,4,13,17,0.2353,0.75,0.4118,42.6,0.0021,-75.8,2.9267000000000003,-47.75,3.8519,10.65,10.65,2.8615,18.6,-7.95
Rashid Shaheed,2025,LWebs53,LWebs53,False,27.16,154.4,174.6,9.08235294117647,8.3143,9.0824,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.84,0.5,15.2,0.0,20.0,0.0,60.0,20.0,27.41,2.74,5.77,0.5,21.4,0.0,23.5,5.9,58.8,11.8,55.7,44.3,56.6,82.1,20.6,32.4,0,0,10,7,17,0.5882,0.1,0.2941,82.4,0.0042,94.8,-4.985700000000001,62.9667,-1.8342,8.24,8.24,10.2857,10.2857,-2.0457
Rashod Bateman,2021,AceMatthew,AceMatthew,True,21.91,99.3,103.5,5.841176470588235,8.625,9.0273,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,6.16,0.0,17.3,0.0,16.7,0.0,50.0,33.3,22.33,3.72,5.31,0.0,17.3,0.0,18.2,0.0,54.5,27.3,65.9,13.2,33.7,67.3,8.5,33.9,5,0,6,11,17,0.3529,0.3333,0.4118,54.5,0.0029,,,,,9.0833,9.0833,4.0727,8.96,0.1233
Rashod Bateman,2022,AceMatthew,AceMatthew,False,22.91,53.5,53.5,3.1470588235294117,8.9167,8.9167,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.66,5.9,13.9,0.0,0.0,0.0,50.0,50.0,7.05,3.53,7.39,0.0,20.8,0.0,16.7,16.7,33.3,33.3,33.3,18.2,51.5,76.0,72.8,29.4,10,0,2,15,17,0.1176,0.0,0.4118,19.8,0.0011,-50.0,0.2917000000000005,-50.0,0.2917,9.9,9.9,2.2467,8.425,1.475
Rashod Bateman,2023,AceMatthew,AceMatthew,False,23.91,76.5,84.6,4.5,4.9765,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,2.27,1.6,9.4,0.0,33.3,0.0,13.3,53.3,95.0,47.6,11.9,,,,1,0,0,17,17,0.0,,0.4706,0.0,0.0,31.099999999999994,-3.940200000000001,6.1,-3.7457,,,4.5,5.1,-5.1
Rashod Bateman,2024,stevenb123,stevenb123,False,24.91,156.0,201.6,9.176470588235293,11.2,10.4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,,,,,,,,,,,6.65,2.2,23.0,0.0,20.0,13.3,40.0,26.7,50.4,56.6,57.0,,,,1,0,0,17,17,0.0,,0.8235,0.0,0.0,117.0,6.2235,121.0667,4.2971,,,9.1765,10.4,-10.4
Rashod Bateman,2025,BROsenzweig,BROsenzweig,False,25.84,11.899999999999999,55.4,2.38,4.2615,2.975,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,,,,,,,,,,,3.01,0.0,7.1,0.0,75.0,0.0,0.0,25.0,88.7,23.7,16.7,,,,0,0,0,5,5,0.0,,0.6,0.0,0.0,-146.2,-6.9384999999999994,-55.4,-4.1008,,,2.38,2.975,-2.975
Ray Davis,2024,plehv79,plehv79,True,24.96,101.6,124.8,5.976470588235294,6.24,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,6.15,0.0,18.2,0.0,62.5,0.0,37.5,0.0,40.8,16.1,47.6,,,,0,0,0,17,17,0.0,,0.4706,0.0,0.0,,,,,,,5.9765,6.35,-6.35
Ray Davis,2025,shmuel256,shmuel256,False,25.96,38.7,69.4,2.2764705882352945,3.6526,2.4188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,,,,,,,,,,,2.95,0.0,9.9,0.0,75.0,0.0,6.2,18.8,87.3,17.3,21.4,,,,0,0,0,17,17,0.0,,0.8235,0.0,0.0,-55.39999999999999,-2.5874,-55.4,-2.5874,,,2.2765,2.4188,-2.4188
Ray-Ray McCloud,2024,stevenb123,stevenb123,False,28.02,36.0,138.6,7.2,8.1529,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,,,,,,,,,,,5.32,2.4,16.1,0.0,20.0,0.0,20.0,60.0,66.4,59.4,33.6,,,,0,0,0,5,5,0.0,,0.6,0.0,0.0,,,104.3,5.6734,,,7.2,7.2,-7.2
Rex Burkhead,2020,LWebs53,LWebs53,False,30.21,34.8,107.6,34.8,10.76,34.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,,,,,,,,,,,,34.8,34.8,100.0,0.0,0.0,0.0,0.0,,100.0,90.1,,,,0,0,0,1,1,0.0,,1.0,0.0,0.0,,,9.35,2.9,,,34.8,34.8,-34.8
Rex Burkhead,2022,LWebs53,LWebs53,False,32.2,9.9,77.5,4.95,5.1667,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,,,,,,,,,,2.9,2.9,7.0,0.0,50.0,0.0,0.0,50.0,88.0,64.2,16.0,,,,0,0,0,2,2,0.0,,0.5,0.0,0.0,-30.099999999999994,-5.5933,-24.35,-2.9813,,,4.95,4.95,-4.95
Rhamondre Stevenson,2021,shmuel256,shmuel256,True,23.67,109.3,123.9,6.429411764705883,9.5308,9.9364,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.38,4.0,27.4,33.3,33.3,33.3,0.0,0.0,36.9,12.3,8.73,0.1,27.4,9.1,45.5,9.1,18.2,18.2,21.4,11.1,70.4,7.0,35.5,69.1,5,0,3,14,17,0.1765,0.6667,0.4118,54.1,0.0029,,,,,18.0333,18.0333,3.9429,6.9,11.1333
